"Original URL";"Destination URL"
"https://www.jove.com/v/724/probing-for-mitochondrial-complex-activity-human-embryonic-stem-cells";"https://www.jove.com/v/724/probing-for-mitochondrial-complex-activity-human-embryonic-stem"
"https://www.jove.com/v/1530/assembly-loading-alignment-an-analytical-ultracentrifuge-sample-cell";"https://www.jove.com/v/1530/assembly-loading-alignment-an-analytical-ultracentrifuge-sample"
"https://www.jove.com/v/60236/stereoacuity-improvement-using-random-dot-games";"https://www.jove.com/v/60236/stereoacuity-improvement-using-random-dot-video-games"
"https://www.jove.com/v/264/western-blotting-using-invitrogen-nupage-novex-bis-tris-minigels";"https://www.jove.com/v/264/western-blotting-using-the-invitrogen-nupage-novex-bis-tris-minigels"
"https://www.jove.com/science-education/14351/mohrs-circle-for-moments-of-inertia-problem-solving";"https://www.jove.com/science-education/14351/mohr-s-circle-for-moments-of-inertia-problem-solving"
"https://www.jove.com/v/51981/acquisition-high-quality-digital-drosophila-larval-adult";"https://www.jove.com/v/51981/acquisition-high-quality-digital-video-drosophila-larval-adult"
"https://www.jove.com/v/5280/52805026volumech";"https://www.jove.com/t/5280/52805026volumech"
"https://www.jove.com/v/5784/june-2016-this-month-blueberry-analysis-impact-testing-football";"https://www.jove.com/v/5784/june-2016-this-month-jove-blueberry-analysis-impact-testing-football"
"https://www.jove.com/v/200761/tethered-eeg-epileptic-rats-for-analyses-seizure-activity";"https://www.jove.com/v/200761/tethered-video-eeg-epileptic-rats-for-analyses-seizure-activity-video"
"https://www.jove.com/v/5757/what-is-chinese-subtitles";"https://www.jove.com/t/5757/what-is-jove-chinese-subtitles"
"https://www.jove.com/v/5557/november-2014-this-month-flow-cytometry-space-venom-extraction";"https://www.jove.com/v/5557/november-2014-this-month-jove-flow-cytometry-space-venom-extraction"
"https://www.jove.com/v/6301/what-is-science-education";"https://www.jove.com/t/6301/what-is-jove-science-education"
"https://www.jove.com/v/5340/may-2014-this-month-bioengineering-limb-prostheses-protecting";"https://www.jove.com/v/5340/may-2014-this-month-jove-bioengineering-limb-prostheses-protecting"
"https://www.jove.com/v/5730/june-2015-this-month-in-celebrating-s-100th-issue";"https://www.jove.com/v/5730/june-2015-this-month-in-jove-celebrating-jove-s-100th-issue"
"https://www.jove.com/v/5613/december-2014-s-year-in-review";"https://www.jove.com/v/5613/december-2014-jove-s-year-in-review"
"https://www.jove.com/v/53657/time-lapse-microscopy-for-assessment-eyfp-parkin-aggregation-as";"https://www.jove.com/v/53657/time-lapse-video-microscopy-for-assessment-eyfp-parkin-aggregation-as"
"https://www.jove.com/v/51110/intravital-microscopy-measurements-of-retinal-blood-flow-in-mice";"https://www.jove.com/v/51110/intravital-video-microscopy-measurements-of-retinal-blood-flow-in-mice"
"https://www.jove.com/v/61104/model-ischemic-heart-disease-based-comparison-cardiomyocyte";"https://www.jove.com/v/61104/model-ischemic-heart-disease-video-based-comparison-cardiomyocyte"
"https://www.jove.com/v/50252/mouse-short-long-term-locomotor-activity-analyzed-tracking";"https://www.jove.com/v/50252/mouse-short-long-term-locomotor-activity-analyzed-video-tracking"
"https://www.jove.com/v/200081/output-3d-for-dominant-pulmonary-nodules";"https://www.jove.com/v/200081/output-3d-video-for-dominant-pulmonary-nodules-video-jove"
"https://www.jove.com/v/61346/continuous-electroencephalogram-during-hypoxia-ischemia";"https://www.jove.com/v/61346/continuous-video-electroencephalogram-during-hypoxia-ischemia"
"https://www.jove.com/v/5981/2017-s-year-in-review";"https://www.jove.com/v/5981/2017-jove-s-year-in-review"
"https://www.jove.com/v/61296/developing-a-virtual-reality-game-to-simulate-rip-currents";"https://www.jove.com/v/61296/developing-a-virtual-reality-video-game-to-simulate-rip-currents"
"https://www.jove.com/v/200069/mousewalker-mw-tracking-and-kinematic-data-analysis";"https://www.jove.com/v/200069/mousewalker-mw-video-tracking-and-kinematic-data-analysis-video-jove"
"https://www.jove.com/v/57928/a-surveillance-system-to-monitor-breeding-colonies-common-terns";"https://www.jove.com/v/57928/a-video-surveillance-system-to-monitor-breeding-colonies-common-terns"
"https://www.jove.com/v/1193/a-demonstration-preserved-piloting-scent-tracking-but-impaired";"https://www.jove.com/v/1193/a-video-demonstration-preserved-piloting-scent-tracking-but-impaired"
"https://www.jove.com/v/52319/adapting-humanfluoroscopic-swallow-study-methods-to-detect";"https://www.jove.com/v/52319/adapting-human-videofluoroscopic-swallow-study-methods-to-detect"
"https://www.jove.com/v/5772/march-2016-this-month-rna-interference-mosquitoes-ipscs-derived";"https://www.jove.com/v/5772/march-2016-this-month-jove-rna-interference-mosquitoes-ipscs-derived"
"https://www.jove.com/v/58459/combining-eye-tracking-data-with-an-analysis-content-from-free";"https://www.jove.com/v/58459/combining-eye-tracking-data-with-an-analysis-video-content-from-free"
"https://www.jove.com/v/5407/june-2014-this-month-3d-virtual-navigation-human-brain";"https://www.jove.com/v/5407/june-2014-this-month-jove-3d-virtual-navigation-human-brain"
"https://www.jove.com/v/1096/high-resolution-tracking-locomotion-adult-drosophila";"https://www.jove.com/v/1096/high-resolution-video-tracking-locomotion-adult-drosophila"
"https://www.jove.com/v/5748/september-2015-this-month-measuring-greenhouse-gases-herbicide";"https://www.jove.com/v/5748/september-2015-this-month-jove-measuring-greenhouse-gases-herbicide"
"https://www.jove.com/v/63797/an-educational-demonstration-how-to-prone-critically-ill";"https://www.jove.com/v/63797/an-educational-video-demonstration-how-to-prone-critically-ill"
"https://www.jove.com/v/61089/loneliness-assuaged-eye-tracking-an-audience-watching-barrages";"https://www.jove.com/v/61089/loneliness-assuaged-eye-tracking-an-audience-watching-barrage-videos"
"https://www.jove.com/v/5735/july-2015-this-month-treating-canine-halitosis-minimizing";"https://www.jove.com/v/5735/july-2015-this-month-jove-treating-canine-halitosis-minimizing"
"https://www.jove.com/v/5431/august-2014-this-month-chemical-sensing-robots-tracking-blood";"https://www.jove.com/v/5431/august-2014-this-month-jove-chemical-sensing-robots-tracking-blood"
"https://www.jove.com/v/5777/april-2016-this-month-cell-migration-bacterial-motility";"https://www.jove.com/v/5777/april-2016-this-month-jove-cell-migration-bacterial-motility"
"https://www.jove.com/v/20883/prepping-conscious-rabbit-model-for-simultaneous-eeg-ecg";"https://www.jove.com/v/20883/prepping-conscious-rabbit-model-for-simultaneous-video-eeg-ecg"
"https://www.jove.com/v/57041/use-scoring-anchor-for-rapid-serial-assessment-social";"https://www.jove.com/v/57041/use-video-scoring-anchor-for-rapid-serial-assessment-social"
"https://www.jove.com/v/59012/testing-all-six-semicircular-canals-with-head-impulse-test";"https://www.jove.com/v/59012/testing-all-six-semicircular-canals-with-video-head-impulse-test"
"https://www.jove.com/v/5274/march-2014-this-month-food-related-motivation-pathogens-deli";"https://www.jove.com/v/5274/march-2014-this-month-jove-food-related-motivation-pathogens-deli"
"https://www.jove.com/v/5413/july-2014-this-month-shrinkage-stress-dental-fillings-olfactory";"https://www.jove.com/v/5413/july-2014-this-month-jove-shrinkage-stress-dental-fillings-olfactory"
"https://www.jove.com/v/5637/january-2015-this-month-in-introducing-developmental-biology";"https://www.jove.com/v/5637/january-2015-this-month-in-jove-introducing-jove-developmental-biology"
"https://www.jove.com/v/63292/high-speed-microscopy-analysis-for-first-line-diagnosis-primary";"https://www.jove.com/v/63292/high-speed-video-microscopy-analysis-for-first-line-diagnosis-primary"
"https://www.jove.com/v/50421/high-resolution-high-speed-three-dimensional-imaging-with";"https://www.jove.com/v/50421/high-resolution-high-speed-three-dimensional-video-imaging-with"
"https://www.jove.com/v/200833/analysis-recordeds-for-behavioral-testing-adult-zebrafish";"https://www.jove.com/v/200833/analysis-recorded-videos-for-behavioral-testing-adult-zebrafish-video"
"https://www.jove.com/v/20823/prepping-conscious-rabbit-model-for-simultaneous-eeg-ecg";"https://www.jove.com/v/20823/prepping-conscious-rabbit-model-for-simultaneous-video-eeg-ecg"
